airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline
negative,1.0,Late Flight,0.6494,Delta
positive,1.0,no_complaint,1.0,Delta
negative,0.7723,Can't Tell,0.731,Delta
neutral,1.0,no_complaint,1.0,Delta
negative,1.0,Cancelled Flight,0.3514,Delta
negative,1.0,Late Flight,1.0,Delta
positive,0.6843,no_complaint,1.0,Delta
negative,1.0,Customer Service Issue,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
positive,0.7036,no_complaint,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
neutral,0.6588,no_complaint,0.0,Delta
negative,1.0,Customer Service Issue,1.0,Delta
negative,1.0,Late Flight,0.6987,Delta
negative,0.6617,Late Flight,0.6617,Delta
positive,0.6829999999999999,no_complaint,0.0,Delta
negative,1.0,Can't Tell,0.6942,Delta
negative,0.6531,Late Flight,0.6531,Delta
negative,0.6421,Customer Service Issue,0.3482,Delta
negative,1.0,Late Flight,0.6617,Delta
negative,1.0,Flight Attendant Complaints,0.6509,Delta
positive,1.0,no_complaint,1.0,Delta
negative,1.0,Late Flight,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
positive,0.6775,no_complaint,0.0,Delta
negative,1.0,Bad Flight,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
neutral,0.6889,no_complaint,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
negative,1.0,Late Flight,1.0,Delta
negative,1.0,Can't Tell,0.664,Delta
neutral,0.6854,no_complaint,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
neutral,0.6907,no_complaint,0.0,Delta
neutral,1.0,no_complaint,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
negative,0.7168,Customer Service Issue,0.3922,Delta
negative,1.0,Bad Flight,0.6990000000000001,Delta
positive,1.0,no_complaint,1.0,Delta
negative,0.6477,Can't Tell,0.3295,Delta
positive,1.0,no_complaint,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
negative,1.0,Can't Tell,0.3548,Delta
neutral,0.7245,no_complaint,0.0,Delta
negative,1.0,Customer Service Issue,1.0,Delta
negative,1.0,Late Flight,1.0,Delta
negative,0.7053,Late Flight,0.7053,Delta
negative,0.6694,Late Flight,0.3779,Delta
negative,0.6551,Flight Attendant Complaints,0.3449,Delta
negative,1.0,Late Flight,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
negative,1.0,Customer Service Issue,0.62,Delta
positive,1.0,no_complaint,1.0,Delta
negative,1.0,Can't Tell,0.6529,Delta
negative,1.0,Late Flight,0.6669,Delta
neutral,1.0,no_complaint,1.0,Delta
positive,0.7077,no_complaint,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
positive,0.6667,no_complaint,1.0,Delta
neutral,0.6602,no_complaint,0.0,Delta
positive,1.0,no_complaint,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
negative,1.0,Late Flight,1.0,Delta
neutral,0.6495,no_complaint,0.0,Delta
negative,1.0,Late Flight,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
negative,1.0,Lost Luggage,0.6735,Delta
neutral,0.6808,no_complaint,0.0,Delta
positive,1.0,no_complaint,1.0,Delta
neutral,0.6602,no_complaint,1.0,Delta
negative,1.0,Can't Tell,0.6832,Delta
positive,1.0,no_complaint,1.0,Delta
negative,1.0,Cancelled Flight,1.0,Delta
neutral,0.3658,no_complaint,0.0,Delta
neutral,0.6723,no_complaint,0.0,Delta
negative,0.6625,Customer Service Issue,0.3394,Delta
negative,1.0,Cancelled Flight,0.6871,Delta
positive,1.0,no_complaint,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
negative,0.6198,Cancelled Flight,0.3265,Delta
positive,0.3563,no_complaint,0.0,Delta
neutral,1.0,no_complaint,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
neutral,0.6632,no_complaint,1.0,Delta
positive,0.3373,no_complaint,0.0,Delta
negative,1.0,Lost Luggage,0.6616,Delta
positive,1.0,no_complaint,1.0,Delta
negative,1.0,Customer Service Issue,0.6443,Delta
negative,1.0,Lost Luggage,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
neutral,0.6768,no_complaint,1.0,Delta
negative,1.0,Flight Attendant Complaints,0.3561,Delta
positive,0.6762,no_complaint,1.0,Delta
neutral,0.6606,no_complaint,0.0,Delta
negative,0.6629,Can't Tell,0.6629,Delta
negative,1.0,Customer Service Issue,1.0,Delta
negative,0.6624,Customer Service Issue,0.3547,Delta
positive,0.6737,no_complaint,1.0,Delta
positive,0.6503,no_complaint,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
negative,0.6596,Can't Tell,0.3521,Delta
negative,1.0,Customer Service Issue,1.0,Delta
negative,1.0,Customer Service Issue,0.6733,Delta
positive,1.0,no_complaint,1.0,Delta
negative,0.6528,Flight Booking Problems,0.3279999999999999,Delta
neutral,0.6808,no_complaint,0.0,Delta
negative,1.0,Cancelled Flight,1.0,Delta
neutral,0.6778,no_complaint,0.0,Delta
negative,1.0,Customer Service Issue,0.6508,Delta
negative,1.0,Customer Service Issue,0.6875,Delta
neutral,1.0,no_complaint,1.0,Delta
negative,1.0,Can't Tell,0.6666,Delta
negative,0.6742,Flight Booking Problems,0.3383,Delta
positive,1.0,no_complaint,1.0,Delta
negative,1.0,Flight Booking Problems,1.0,Delta
negative,1.0,Flight Attendant Complaints,0.6809,Delta
positive,0.6890000000000001,no_complaint,0.0,Delta
neutral,0.6659,no_complaint,1.0,Delta
neutral,0.6786,no_complaint,1.0,Delta
negative,1.0,Flight Attendant Complaints,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
neutral,0.6259,no_complaint,1.0,Delta
negative,1.0,Late Flight,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
negative,1.0,Customer Service Issue,0.6839,Delta
negative,1.0,Bad Flight,0.3579,Delta
negative,0.662,Bad Flight,0.662,Delta
negative,1.0,Can't Tell,0.3368,Delta
positive,1.0,no_complaint,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
neutral,0.6423,no_complaint,1.0,Delta
positive,0.6754,no_complaint,0.0,Delta
negative,0.6831,Late Flight,0.6831,Delta
positive,1.0,no_complaint,1.0,Delta
negative,1.0,Late Flight,0.6667,Delta
positive,1.0,no_complaint,1.0,Delta
positive,0.6596,no_complaint,0.0,Delta
neutral,0.7246,no_complaint,0.0,Delta
positive,0.6989,no_complaint,1.0,Delta
negative,0.6966,Flight Booking Problems,0.3708,Delta
negative,0.6471,Cancelled Flight,0.3345,Delta
neutral,0.6774,no_complaint,1.0,Delta
negative,1.0,Can't Tell,0.6729,Delta
negative,1.0,Flight Booking Problems,0.3437,Delta
negative,0.6719,Flight Booking Problems,0.3781,Delta
negative,1.0,Cancelled Flight,0.6316,Delta
negative,0.6513,Bad Flight,0.3288,Delta
neutral,0.6923,no_complaint,1.0,Delta
negative,1.0,Customer Service Issue,0.649,Delta
negative,0.6801,Flight Booking Problems,0.3419,Delta
negative,1.0,Cancelled Flight,0.6702,Delta
negative,0.6201,Can't Tell,0.6201,Delta
positive,1.0,no_complaint,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
negative,1.0,Flight Attendant Complaints,1.0,Delta
negative,0.6951,Late Flight,0.6951,Delta
negative,1.0,Cancelled Flight,1.0,Delta
negative,1.0,Cancelled Flight,0.6347,Delta
negative,1.0,Cancelled Flight,1.0,Delta
negative,1.0,Customer Service Issue,1.0,Delta
negative,1.0,Flight Attendant Complaints,0.6854,Delta
negative,1.0,Can't Tell,0.6659,Delta
negative,1.0,Cancelled Flight,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
negative,1.0,Customer Service Issue,1.0,Delta
negative,1.0,Customer Service Issue,1.0,Delta
negative,1.0,Customer Service Issue,0.6802,Delta
negative,1.0,Cancelled Flight,0.6966,Delta
negative,1.0,Customer Service Issue,1.0,Delta
negative,1.0,Customer Service Issue,0.6559999999999999,Delta
negative,0.7112,Late Flight,0.3609,Delta
negative,0.6990000000000001,Flight Booking Problems,0.6990000000000001,Delta
positive,1.0,no_complaint,1.0,Delta
positive,0.7007,no_complaint,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
negative,1.0,Customer Service Issue,0.6916,Delta
positive,1.0,no_complaint,1.0,Delta
negative,1.0,Cancelled Flight,0.6676,Delta
negative,1.0,Flight Attendant Complaints,0.6531,Delta
positive,1.0,no_complaint,1.0,Delta
positive,0.6465,no_complaint,1.0,Delta
positive,0.6727,no_complaint,0.0,Delta
negative,1.0,Customer Service Issue,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
negative,0.6702,Can't Tell,0.6702,Delta
negative,1.0,Customer Service Issue,1.0,Delta
positive,0.6596,no_complaint,1.0,Delta
negative,1.0,Customer Service Issue,1.0,Delta
neutral,0.6739,no_complaint,1.0,Delta
negative,1.0,Late Flight,1.0,Delta
positive,0.6815,no_complaint,1.0,Delta
neutral,0.6645,no_complaint,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
negative,1.0,Can't Tell,0.6154,Delta
neutral,1.0,no_complaint,1.0,Delta
negative,1.0,Customer Service Issue,0.6974,Delta
negative,1.0,Customer Service Issue,0.6782,Delta
positive,1.0,no_complaint,1.0,Delta
negative,1.0,Flight Booking Problems,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
neutral,0.6698,no_complaint,0.0,Delta
negative,0.6765,Can't Tell,0.3634,Delta
neutral,1.0,no_complaint,1.0,Delta
negative,1.0,Bad Flight,0.6804,Delta
positive,1.0,no_complaint,1.0,Delta
neutral,0.6639,no_complaint,0.0,Delta
negative,1.0,Customer Service Issue,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
positive,0.6701,no_complaint,1.0,Delta
positive,0.6539,no_complaint,1.0,Delta
negative,0.3573,Can't Tell,0.3573,Delta
positive,0.6465,no_complaint,1.0,Delta
neutral,0.7102,no_complaint,1.0,Delta
neutral,0.6633,no_complaint,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
neutral,0.6804,no_complaint,1.0,Delta
neutral,0.6962,no_complaint,0.0,Delta
positive,1.0,no_complaint,1.0,Delta
negative,1.0,Flight Attendant Complaints,0.6943,Delta
positive,1.0,no_complaint,1.0,Delta
negative,1.0,Bad Flight,0.3534,Delta
negative,1.0,Customer Service Issue,0.6762,Delta
negative,0.6579,Customer Service Issue,0.3451,Delta
positive,0.6544,no_complaint,1.0,Delta
negative,0.6522,Lost Luggage,0.6522,Delta
positive,1.0,no_complaint,1.0,Delta
negative,1.0,Flight Attendant Complaints,0.6599,Delta
positive,1.0,no_complaint,1.0,Delta
negative,1.0,Late Flight,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
negative,1.0,Customer Service Issue,1.0,Delta
neutral,0.6742,no_complaint,0.0,Delta
positive,0.6533,no_complaint,1.0,Delta
neutral,0.6793,no_complaint,1.0,Delta
neutral,0.6629999999999999,no_complaint,1.0,Delta
negative,0.6739,Late Flight,0.3804,Delta
negative,0.684,Can't Tell,0.684,Delta
negative,0.6782,Flight Attendant Complaints,0.3563,Delta
positive,0.6999,no_complaint,1.0,Delta
negative,1.0,Bad Flight,0.6523,Delta
neutral,1.0,no_complaint,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
negative,0.6339,Late Flight,0.6339,Delta
negative,1.0,Late Flight,0.6544,Delta
positive,0.6857,no_complaint,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
positive,0.7077,no_complaint,1.0,Delta
neutral,0.6841,no_complaint,0.0,Delta
negative,1.0,Late Flight,1.0,Delta
negative,1.0,Late Flight,0.6947,Delta
negative,1.0,Damaged Luggage,0.6773,Delta
positive,0.6634,no_complaint,1.0,Delta
neutral,0.6701,no_complaint,0.0,Delta
neutral,0.6667,no_complaint,1.0,Delta
neutral,0.6317,no_complaint,0.0,Delta
negative,1.0,Late Flight,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
negative,0.6419,Late Flight,0.6419,Delta
neutral,1.0,no_complaint,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
neutral,0.6805,no_complaint,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
negative,0.6598,Customer Service Issue,0.3711,Delta
negative,0.6522,Flight Booking Problems,0.6522,Delta
neutral,0.6721,no_complaint,1.0,Delta
positive,0.6332,no_complaint,0.0,Delta
positive,0.6661,no_complaint,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
negative,1.0,Late Flight,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
negative,0.6831,Can't Tell,0.6831,Delta
negative,1.0,Late Flight,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
negative,1.0,Can't Tell,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
positive,0.7052,no_complaint,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
negative,0.6766,Late Flight,0.6766,Delta
negative,1.0,Can't Tell,1.0,Delta
negative,1.0,Late Flight,1.0,Delta
negative,0.6641,Can't Tell,0.6641,Delta
neutral,1.0,no_complaint,1.0,Delta
negative,0.6598,Lost Luggage,0.3508,Delta
negative,1.0,Bad Flight,0.66,Delta
neutral,1.0,no_complaint,1.0,Delta
negative,1.0,Customer Service Issue,0.3741,Delta
negative,1.0,Lost Luggage,1.0,Delta
neutral,0.6676,no_complaint,1.0,Delta
negative,0.6345,Damaged Luggage,0.3308,Delta
neutral,1.0,no_complaint,1.0,Delta
negative,1.0,Flight Attendant Complaints,0.6859999999999999,Delta
negative,1.0,Late Flight,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
negative,1.0,Flight Booking Problems,0.3868,Delta
neutral,1.0,no_complaint,1.0,Delta
negative,1.0,Late Flight,1.0,Delta
neutral,0.6809,no_complaint,1.0,Delta
negative,1.0,Can't Tell,0.6501,Delta
negative,1.0,Customer Service Issue,0.3588,Delta
negative,1.0,Customer Service Issue,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
negative,0.6522,Late Flight,0.3579,Delta
neutral,1.0,no_complaint,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
neutral,0.3592,no_complaint,0.0,Delta
neutral,1.0,no_complaint,1.0,Delta
neutral,0.3608,no_complaint,0.0,Delta
neutral,0.6913,no_complaint,0.0,Delta
positive,1.0,no_complaint,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
negative,1.0,Damaged Luggage,0.35,Delta
negative,0.6779999999999999,Can't Tell,0.6779999999999999,Delta
positive,0.6196,no_complaint,0.0,Delta
negative,1.0,Lost Luggage,0.8436,Delta
negative,1.0,Damaged Luggage,0.3554,Delta
neutral,0.6865,no_complaint,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
negative,1.0,Damaged Luggage,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
positive,0.3516,no_complaint,0.0,Delta
negative,1.0,Damaged Luggage,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
negative,1.0,Can't Tell,1.0,Delta
positive,0.6635,no_complaint,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
negative,1.0,Can't Tell,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
negative,1.0,Late Flight,1.0,Delta
negative,0.6709999999999999,Customer Service Issue,0.3395,Delta
neutral,1.0,no_complaint,1.0,Delta
negative,1.0,Customer Service Issue,0.6665,Delta
neutral,0.6632,no_complaint,0.0,Delta
neutral,1.0,no_complaint,1.0,Delta
neutral,0.6789,no_complaint,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
negative,1.0,Flight Booking Problems,0.7090000000000001,Delta
neutral,0.66,no_complaint,0.0,Delta
positive,0.6701,no_complaint,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
negative,0.6742,Lost Luggage,0.6742,Delta
positive,1.0,no_complaint,1.0,Delta
negative,0.6559,Flight Booking Problems,0.3333,Delta
positive,1.0,no_complaint,1.0,Delta
negative,1.0,Can't Tell,0.6684,Delta
neutral,0.3502,no_complaint,0.0,Delta
neutral,0.6667,no_complaint,0.0,Delta
neutral,0.66,no_complaint,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
negative,1.0,Customer Service Issue,0.6691,Delta
neutral,0.6779,no_complaint,1.0,Delta
negative,1.0,Flight Attendant Complaints,0.6936,Delta
negative,1.0,Customer Service Issue,0.6932,Delta
neutral,0.6624,no_complaint,0.0,Delta
negative,1.0,Flight Attendant Complaints,1.0,Delta
negative,1.0,Customer Service Issue,0.6593,Delta
neutral,0.3661,no_complaint,0.0,Delta
neutral,0.7223,no_complaint,0.0,Delta
neutral,0.6396,no_complaint,1.0,Delta
neutral,0.6888,no_complaint,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
negative,0.7179,Bad Flight,0.7179,Delta
neutral,1.0,no_complaint,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
neutral,0.6786,no_complaint,1.0,Delta
negative,1.0,Customer Service Issue,0.6547,Delta
negative,1.0,Late Flight,1.0,Delta
negative,1.0,Customer Service Issue,1.0,Delta
neutral,0.6821,no_complaint,0.0,Delta
positive,1.0,no_complaint,1.0,Delta
negative,1.0,Can't Tell,0.3392,Delta
neutral,0.66,no_complaint,0.0,Delta
positive,1.0,no_complaint,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
neutral,0.6495,no_complaint,0.0,Delta
negative,1.0,Flight Attendant Complaints,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
negative,1.0,Customer Service Issue,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
positive,0.6728,no_complaint,1.0,Delta
negative,1.0,Can't Tell,1.0,Delta
negative,0.6747,Damaged Luggage,0.6747,Delta
negative,1.0,Customer Service Issue,1.0,Delta
negative,1.0,Customer Service Issue,0.6942,Delta
neutral,0.6709,no_complaint,1.0,Delta
positive,0.6584,no_complaint,1.0,Delta
positive,0.6729999999999999,no_complaint,1.0,Delta
negative,1.0,Flight Attendant Complaints,0.6437,Delta
negative,0.6591,Can't Tell,0.3523,Delta
positive,0.6468,no_complaint,1.0,Delta
neutral,0.6742,no_complaint,0.0,Delta
positive,1.0,no_complaint,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
negative,0.6442,Flight Booking Problems,0.3228,Delta
negative,1.0,Bad Flight,0.6852,Delta
positive,1.0,no_complaint,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
negative,1.0,Late Flight,0.6835,Delta
negative,1.0,Bad Flight,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
negative,1.0,Customer Service Issue,0.6596,Delta
negative,1.0,Flight Booking Problems,0.6188,Delta
neutral,0.6685,no_complaint,0.0,Delta
positive,1.0,no_complaint,1.0,Delta
neutral,0.6737,no_complaint,0.0,Delta
positive,0.7139,no_complaint,1.0,Delta
positive,0.6667,no_complaint,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
neutral,0.7028,no_complaint,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
negative,1.0,Late Flight,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
negative,1.0,Bad Flight,0.6889,Delta
negative,0.6344,Can't Tell,0.3419,Delta
negative,0.6391,Customer Service Issue,0.3503,Delta
positive,1.0,no_complaint,1.0,Delta
negative,1.0,Late Flight,1.0,Delta
positive,0.6809999999999999,no_complaint,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
negative,0.6803,Customer Service Issue,0.6803,Delta
negative,1.0,longlines,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
negative,1.0,Late Flight,0.6424,Delta
negative,1.0,Late Flight,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
negative,1.0,Customer Service Issue,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
negative,1.0,Customer Service Issue,0.6592,Delta
positive,1.0,no_complaint,1.0,Delta
positive,0.6663,no_complaint,0.0,Delta
neutral,1.0,no_complaint,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
negative,1.0,Late Flight,0.3478,Delta
negative,1.0,Customer Service Issue,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
negative,1.0,Customer Service Issue,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
negative,1.0,Customer Service Issue,0.6788,Delta
negative,1.0,Can't Tell,0.6334,Delta
neutral,0.6469,no_complaint,1.0,Delta
neutral,0.6667,no_complaint,1.0,Delta
negative,0.6919,Can't Tell,0.6919,Delta
positive,1.0,no_complaint,1.0,Delta
negative,1.0,Cancelled Flight,0.6545,Delta
negative,0.6277,Can't Tell,0.6277,Delta
positive,0.6507,no_complaint,1.0,Delta
negative,1.0,Late Flight,0.6657,Delta
negative,0.6628,Customer Service Issue,0.357,Delta
negative,1.0,Late Flight,1.0,Delta
negative,1.0,Late Flight,1.0,Delta
negative,1.0,Can't Tell,0.3823,Delta
neutral,0.6703,no_complaint,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
positive,0.6444,no_complaint,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
neutral,0.6872,no_complaint,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
positive,0.6764,no_complaint,0.0,Delta
neutral,1.0,no_complaint,1.0,Delta
negative,1.0,Lost Luggage,0.6667,Delta
neutral,1.0,no_complaint,1.0,Delta
negative,1.0,Can't Tell,1.0,Delta
negative,1.0,Customer Service Issue,1.0,Delta
negative,1.0,Late Flight,0.6496,Delta
negative,0.6989,Flight Attendant Complaints,0.3763,Delta
negative,1.0,Cancelled Flight,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
neutral,0.6557,no_complaint,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
neutral,0.6853,no_complaint,0.0,Delta
positive,0.6635,no_complaint,0.0,Delta
neutral,0.68,no_complaint,0.0,Delta
neutral,0.6714,no_complaint,0.0,Delta
positive,1.0,no_complaint,1.0,Delta
negative,1.0,Customer Service Issue,0.6559,Delta
negative,1.0,Damaged Luggage,0.7113,Delta
negative,0.6154,Customer Service Issue,0.3187,Delta
negative,1.0,Late Flight,0.7126,Delta
positive,1.0,no_complaint,1.0,Delta
neutral,0.6421,no_complaint,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
negative,0.7018,Cancelled Flight,0.3814,Delta
positive,0.6671,no_complaint,0.0,Delta
negative,1.0,Late Flight,1.0,Delta
positive,0.6304,no_complaint,1.0,Delta
negative,1.0,Can't Tell,0.6529,Delta
positive,0.6411,no_complaint,0.0,Delta
neutral,0.6925,no_complaint,1.0,Delta
negative,1.0,Late Flight,1.0,Delta
negative,1.0,Lost Luggage,1.0,Delta
negative,1.0,Cancelled Flight,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
negative,1.0,Late Flight,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
positive,0.6989,no_complaint,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
negative,0.6465,Lost Luggage,0.6465,Delta
neutral,1.0,no_complaint,1.0,Delta
negative,0.6476,Lost Luggage,0.6476,Delta
negative,0.6987,Lost Luggage,0.3493,Delta
neutral,1.0,no_complaint,1.0,Delta
negative,1.0,Flight Attendant Complaints,0.6544,Delta
negative,0.6504,Flight Booking Problems,0.3418,Delta
negative,1.0,Can't Tell,0.6495,Delta
negative,1.0,Lost Luggage,0.6512,Delta
negative,1.0,Customer Service Issue,0.6682,Delta
negative,1.0,Customer Service Issue,1.0,Delta
negative,0.6252,Customer Service Issue,0.3307,Delta
negative,1.0,Late Flight,0.6675,Delta
negative,1.0,Bad Flight,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
negative,1.0,Customer Service Issue,0.654,Delta
negative,1.0,Customer Service Issue,0.66,Delta
negative,1.0,Cancelled Flight,1.0,Delta
negative,1.0,Customer Service Issue,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
positive,0.6947,no_complaint,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
negative,1.0,Customer Service Issue,0.6596,Delta
neutral,0.6669,no_complaint,1.0,Delta
negative,1.0,Can't Tell,0.3417,Delta
positive,1.0,no_complaint,1.0,Delta
negative,1.0,Can't Tell,0.3441,Delta
negative,0.6678,Customer Service Issue,0.6678,Delta
negative,1.0,Cancelled Flight,1.0,Delta
negative,1.0,Flight Attendant Complaints,1.0,Delta
negative,1.0,Late Flight,0.3429,Delta
negative,0.67,Customer Service Issue,0.34,Delta
negative,0.6616,Can't Tell,0.3384,Delta
neutral,1.0,no_complaint,1.0,Delta
negative,1.0,Customer Service Issue,0.6808,Delta
negative,1.0,Customer Service Issue,0.6803,Delta
positive,0.6621,no_complaint,1.0,Delta
negative,1.0,Customer Service Issue,0.3556,Delta
neutral,1.0,no_complaint,1.0,Delta
negative,0.6551,Can't Tell,0.3449,Delta
negative,1.0,Can't Tell,0.6899,Delta
negative,1.0,Customer Service Issue,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
negative,0.6363,Can't Tell,0.3417,Delta
negative,1.0,Bad Flight,1.0,Delta
negative,1.0,Bad Flight,0.3535,Delta
negative,1.0,Can't Tell,1.0,Delta
negative,1.0,Bad Flight,1.0,Delta
negative,0.649,Flight Booking Problems,0.3325,Delta
negative,1.0,Can't Tell,0.347,Delta
negative,1.0,Bad Flight,0.6799,Delta
neutral,1.0,no_complaint,1.0,Delta
positive,0.6832,no_complaint,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
neutral,0.6688,no_complaint,1.0,Delta
positive,0.6544,no_complaint,1.0,Delta
negative,1.0,Can't Tell,1.0,Delta
negative,1.0,Can't Tell,1.0,Delta
neutral,0.6472,no_complaint,0.0,Delta
positive,0.6647,no_complaint,1.0,Delta
negative,1.0,Flight Attendant Complaints,0.6531,Delta
neutral,0.6837,no_complaint,0.0,Delta
positive,0.6556,no_complaint,0.0,Delta
positive,0.6546,no_complaint,0.0,Delta
neutral,0.6451,no_complaint,0.0,Delta
negative,1.0,Late Flight,0.665,Delta
